pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0.5360050619310589,0.48733735966593966,0.0,-0.01144427288335127,0.0014735860257520691,0.0
0.523800686489661,0.4888103906200769,0.0,-0.012964477999446396,0.0014724758825226123,0.0
0.5100480331444491,0.49049758931031123,0.0,-0.014540828690979392,0.0019019214979461444,0.0
0.4946930167529968,0.49251295626518776,0.0,-0.016169204091927018,0.002128812411806907,0.0
0.47766937185919794,0.4948073879448601,0.0,-0.017878085695672386,0.0024600509475379037,0.0
0.4589569091197517,0.497615246223202,0.0,-0.01954683978322181,0.0031556656091460827,0.0
0.43856902221720306,0.5010884324144457,0.0,-0.021228934021877244,0.0037907067733409868,0.0
0.41645524846182375,0.5048869868220451,0.0,-0.022998613488883112,0.003806402041857907,0.0
0.3925403952620589,0.5088083586032061,0.0,-0.02483109291064823,0.004036341520463889,0.0
0.3668246055473574,0.513230753155245,0.0,-0.026600486518756475,0.004808447583614092,0.0
0.3394038518810415,0.5181767771519202,0.0,-0.028241020813877,0.005083600409736428,0.0
0.31037855801616654,0.5232657779586011,0.0,-0.029809566915874594,0.0050944012036255116,0.0
0.27978405904175635,0.5285086764499851,0.0,-0.031379431032947304,0.005391395779142768,0.0
0.24760925424150557,0.5341436900095032,0.0,-0.03297017856755596,0.005878631339893476,0.0
0.21393623269157,0.5397690516765636,0.0,-0.034375864532316995,0.005372091994227067,0.0
0.17886506742760874,0.5448714640913429,0.0,-0.03576646599560731,0.0048327328353315,0.0
0.1422953374354445,0.5496631332463277,0.0,-0.037372993988722944,0.004750605474638106,0.0
0.10406953377043472,0.5543332641228458,0.0,-0.03907861334129837,0.00458965627839836,0.0
0.06414848355997871,0.5589633361189789,0.0,-0.040763487079615385,0.004670487713867829,0.0
0.022482418532507,0.5636299311078263,0.0,-0.042568642975329724,0.004662702263827102,0.0
0.0,0.5682799585572941,0.0,-0.044441396007224535,0.004637352635108341,0.0
