pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0.24852086927071995,0.2016626149904917,0.0,0.014722008156652493,0.010267653445206477,0.0
0.2633611692170966,0.21230831334367714,0.0,0.014958591736101227,0.011023743261164263,0.0
0.2784641556579018,0.22335839846138494,0.0,0.015247381145509598,0.011076426974251269,0.0
0.2938547104001088,0.23426431217362598,0.0,0.015533728338904838,0.010735400450230647,0.0
0.3095067444203102,0.2451383332629189,0.0,0.015770339701498368,0.01101264172835521,0.0
0.32539758215171843,0.2562312146158751,0.0,0.016011335761318624,0.011173120977557289,0.0
0.3414515626381032,0.26759286184705744,0.0,0.01609662521145158,0.011550173484807354,0.0
0.3574675968207339,0.2792277177518191,0.0,0.015935443153810423,0.011719538324715974,0.0
0.3732575906241411,0.2908865520243787,0.0,0.015644544453004568,0.011598130220403293,0.0
0.38869116786944247,0.3024139203583007,0.0,0.015222610037598765,0.011456606447440959,0.0
0.40360411466134416,0.31365093884217354,0.0,0.014603283546205041,0.0110174305203047,0.0
0.4179206278554086,0.32440923278178707,0.0,0.014029742841924263,0.010499157358922302,0.0
0.4316465282027448,0.33473867491539266,0.0,0.013422057852748389,0.010159726908288902,0.0
0.4446761074628301,0.34468742477536274,0.0,0.012637100667422423,0.009737772811651332,0.0
0.4569533149303154,0.3541668770951455,0.0,0.011917314267548154,0.0092211318279141,0.0
0.4685147833772475,0.3630523615405882,0.0,0.011205622626316124,0.008549837062971126,0.0
0.4793503635432168,0.37129367267267877,0.0,0.010465537705622542,0.007932785201210015,0.0
0.4895093445401498,0.37895710739506255,0.0,0.00985242428824345,0.007394084243557473,0.0
0.4990898445363196,0.3860927665653535,0.0,0.009308575704095674,0.006877234097024414,0.0
0.5081389067580244,0.3926870128795121,0.0,0.00878954873931328,0.006311258531292758,0.0
0.5166462147872856,0.39881470613333697,0.0,0.00822506731920812,0.005944127976356867,0.0
0.5246120503459453,0.4046966607758845,0.0,0.007706603798110231,0.005819781308738117,0.0
0.5321079623009584,0.4105494107942965,0.0,0.007285220111915115,0.005885718728085755,0.0
0.5391721655470758,0.41618302611624236,0.0,0.0068431863803190005,0.005381511915805925,0.0
0.5458036548247692,0.42122742385430073,0.0,0.00641979217506676,0.004707283560310675,0.0
0.5520194108342633,0.42582036824865654,0.0,0.006011719843920507,0.004478605228400975,0.0
0.5578496839933097,0.43015894648321706,0.0,0.005648826474171117,0.004198551240720015,0.0
0.5633033944470592,0.43435491882338045,0.0,0.005258594433326522,0.004193393439606779,0.0
0.5683617027360673,0.43846962547369456,0.0,0.004858022144688076,0.004036019861021483,0.0
0.5730450544999217,0.4424624513733622,0.0,0.004508681383019207,0.003949631938313702,0.0
0.5773223938707923,0.4463209870730041,0.0,0.00404599735872046,0.003767439460970001,0.0
0.5811066872198125,0.44985983901660903,0.0,0.0035225893393182575,0.0033102644262397478,0.0
0.5844046324876546,0.45313592152040066,0.0,0.0030733011963640883,0.003241900581343439,0.0
0.5872266988631122,0.45628557853075236,0.0,0.0025708315545493925,0.0030574134393601096,0.0
0.5895201562635768,0.4592163620615535,0.0,0.0020160832463778206,0.002804153622242201,0.0
0.5912529863994341,0.46197865739336264,0.0,0.0014495770253350887,0.002720437041376062,0.0
0.5924299743990948,0.4646595517526416,0.0,0.0009043989739848173,0.0026413516771820254,0.0
0.5930482375892477,0.46717446461425155,0.0,0.0003321274063197053,0.0023884740460379827,0.0
0.5930631030952492,0.4694556441838812,0.0,-0.00030239639431792605,0.002173885093221343,0.0
0.5924030939048662,0.47154913914034313,0.0,-0.0010176219864492723,0.002013104819702317,0.0
0.590979219315087,0.4734309789867966,0.0,-0.0018301271931106485,0.0017505748732045523,0.0
0.588751709961898,0.4751289641038927,0.0,-0.0026248915132691987,0.0016453953609877948,0.0
0.5856850786732147,0.47681538127511136,0.0,-0.0035083710640988037,0.0017274389814496728,0.0
0.5817465388489907,0.4785393215184296,0.0,-0.0043687085843506996,0.001720441505186898,0.0
0.5769202376042533,0.48020103140589504,0.0,-0.00528389390512566,0.001602978269744005,0.0
0.5711123026703937,0.4816847673830551,0.0,-0.006331975962594843,0.001364493684576079,0.0
0.5642183528742793,0.4830082616136453,0.0,-0.007455923629635475,0.0012824947766041995,0.0
0.5561333087693653,0.4843652785077475,0.0,-0.008714164580194566,0.0014315390116002742,0.0
0.5467517124260013,0.4858408073333057,0.0,-0.010049028106535317,0.0015195186395160986,0.0
