,posx,posy,posz,a,b,c,z
0,19.871,-0.002,50.0,4480,2741,8556,11700
1,19.912,-0.002,50.0,4480,2741,8556,11700
2,19.998,-0.002,50.0,4406,2704,9052,11547
3,19.998,-0.002,50.0,4425,2511,8914,11673
